전출지별,전입지별,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명)
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"17,258","15,949","18,475","19,175","17,945","17,706","19,125","16,660","16,559","15,802","14,887","13,820","14,793","13,276","13,637","12,937","10,410","9,522","10,154","9,712","9,187","9,375","10,865","9,769","10,317","10,090","9,692","9,669","9,948","9,344","8,888","8,758","8,643","8,485","8,659","9,028","8,646"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"4,013","4,038","5,279","6,266","5,298","5,128","5,800","4,771","5,451","6,193","5,283","4,921","5,439","4,554","4,475","4,063","3,322","3,179","3,547","3,526","3,327","3,729","3,843","3,276","3,412","3,661","4,165","3,537","3,333","3,450","3,297","3,628","3,353","3,266","3,464","3,267","3,390"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,640","1,701","2,228","2,341","2,386","2,093","2,150","2,111","1,886","1,857","1,593","1,375","1,279","1,438","1,350","1,363","1,314","1,436","1,383","1,322","1,449","1,509","1,288","1,465","1,550","1,452","1,533","1,372","1,414","1,455","1,320","1,344"
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"3,070","3,348","3,277","3,248","4,100","3,781","4,001","3,495","2,586","2,684","2,886","2,849","2,649","2,849","3,160","3,001","2,931","2,893","3,066","2,897","2,859","2,953","3,038","2,823","2,843","2,577","2,613","2,788","2,650"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"10,564","8,083","8,996","9,008","9,304","9,311","9,964","9,466","8,723","8,490","8,973","8,969","8,180","8,441","8,749","8,694","8,829","8,976","8,526","7,571","6,977"
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,342,284,601,962,882,"1,034"
,경기도,"9,571","9,269","6,076","8,832","8,149","19,762","14,139","13,233","14,671","14,647","15,955","11,938","12,635","16,453","16,419","17,247","17,966","19,743","18,163","18,146","18,399","17,642","18,047","19,014","17,375","19,656","17,969","14,143","13,191","17,551","17,565","16,841","17,962","19,086","18,579","19,644","20,064","19,926","18,104","17,794","19,323","17,850","17,722","16,232","16,298","16,945","16,574","17,134"
,강원도,"4,219","3,428","2,306","2,677","2,557","7,472","4,201","4,455","5,827","4,991","6,950","6,686","5,557","5,952","6,033","6,758","6,399","5,608","4,923","4,680","4,711","4,507","4,691","4,719","4,069","4,134","3,873","2,690","3,039","3,172","2,730","2,804","2,847","2,770","2,666","2,720","2,856","2,949","2,810","2,882","2,987","2,942","2,902","2,700","2,549","2,708","2,687","2,475"
,충청북도,"1,346","1,246","1,403","1,012","1,208","2,650","2,267","2,023","2,353","3,086","3,617","2,989","3,277","3,930","3,430","3,942","3,392","3,439","2,939","2,964","3,304","3,676","3,578","3,469","3,095","3,209","3,198","2,032","2,164","2,266","2,165","2,150","2,192","2,294","2,335","2,158","2,260","2,465","2,424","2,365","2,407","2,327","2,187","2,073","2,353","2,464","2,570","2,219"
,충청남도,"2,370","2,524","1,836","1,920","2,273","6,651","4,281","4,069","4,661","4,514","5,533","5,084","5,057","6,137","6,005","6,036","5,691","5,985","5,909","2,891","4,084","3,814","3,516","3,728","3,055","3,911","6,806","3,565","3,370","3,601","3,221","3,068","3,213","3,962","5,244","4,304","4,205","4,258","4,307","4,110","4,432","4,322","3,913","3,584","3,664","3,671","3,736","4,501"
,전라북도,"1,429","1,572","1,232","1,480","1,242","3,470","2,508","2,240","3,200","3,061","4,173","4,002","3,561","3,948","3,923","3,989","3,533","3,625","3,322","3,194","3,181","3,188","3,482","3,211","3,079","7,753","4,860","2,239","2,206","2,416","2,164","2,799","1,983","2,976","2,098","1,938","2,046","2,244","2,174","2,212","2,633","2,636","2,225","2,219","2,273","2,148","2,196","2,121"
,전라남도,"2,075","2,631","2,150","2,942","2,642","8,331","7,152","6,641","8,366","7,835","9,711","8,947","8,421","10,058","11,039","12,726","9,551","8,104","6,049","5,951","6,319","5,931","5,697","5,016","4,804","7,724","6,282","4,444","4,799","4,981","4,543","4,421","4,293","4,582","3,806","4,154","4,263","4,994","4,866","4,685","4,931","5,203","4,695","4,437","4,679","4,742","4,610","4,451"
,경상북도,"24,476","20,981","16,913","20,947","22,550","50,864","37,658","36,695","38,324","37,823","41,718","21,339","17,672","19,459","18,744","20,158","20,562","21,141","18,535","17,321","17,634","18,680","18,264","19,551","16,745","17,152","16,159","9,313","9,551","10,380","10,045","9,757","9,394","10,146","9,749","11,152","11,608","11,212","10,357","10,726","11,079","10,982","10,178","9,718","9,540","10,003","9,257","9,320"
,경상남도,"149,016","146,090","128,191","179,266","228,442","318,345","231,525","275,293","336,527","323,935","358,768","350,250","376,658","419,869","421,297","399,629","410,108","465,658","456,950","438,999","486,434","508,346","537,208","462,152","500,416","493,631","495,923","322,786","348,304","349,076","329,812","323,917","360,589","359,722","331,434","339,807","346,456","332,976","331,312","332,012","335,387","326,746","281,109","293,031","319,925","311,708","277,204","275,875"
,제주특별자치도,487,397,371,630,565,"1,160",848,810,903,942,"1,099","1,183","1,128","1,589","1,401","1,246","1,335","1,307","1,348","1,492","1,739","1,640","1,701","1,567","1,398","1,501","1,582","1,274","1,579","1,710","1,546","1,713","1,637","1,542","1,571","1,436","1,418","1,417","1,354","1,403","1,314","1,296","1,393","1,473","1,748","1,852","2,444","2,533"
제주특별자치도,전국,"17,705","22,976","18,753","28,762","34,753","60,840","43,315","51,682","54,648","49,818","60,516","60,666","61,979","73,559","72,409","67,053","67,970","71,352","72,030","68,486","71,678","71,733","75,597","75,236","77,754","84,164","79,268","79,959","91,314","90,417","87,600","96,577","95,434","99,862","103,061","93,846","90,894","86,222","82,360","77,590","76,787","80,365","74,625","81,028","81,396","83,323","92,193","91,022"
,서울특별시,"3,881","4,885","2,339","7,411","8,470","14,272","9,900","10,103","10,757","9,557","6,420","7,054","7,178","8,714","8,435","7,219","6,844","6,692","6,764","7,066","6,667","6,290","5,788","6,210","5,635","5,776","6,070","6,174","6,045","6,989","6,767","6,271","6,492","6,641","6,290","6,129","6,701","6,969","6,100","5,955","5,632","5,268","5,612","5,410","5,739","6,351","6,634","7,209"
,부산광역시,"1,418","2,177","1,374","1,742","2,222","3,206","2,776","2,880","5,056","2,879","2,948","3,363","3,610","4,373","3,472","3,153","3,527","3,722","3,454","2,610","2,722","2,460","2,398","2,589","2,081","2,065","2,286","2,139","2,181","2,451","2,221","2,175","2,065","2,216","2,115","2,045","2,117","2,029","1,980","1,805","1,707","1,639","1,525","1,576","1,742","1,773","1,853","2,029"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,460,471,594,536,484,518,498,450,533,513,458,557,591,528,591,640,637,631,763,730,709,762,738,657,642,660,638,628,639,609,548,624,620,631,734,823,"1,003"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,576,583,755,795,703,660,843,659,773,829,763,812,876,879,918,887,"1,027","1,028","1,123","1,051","1,030","1,236","1,255","1,196","1,213","1,182","1,234","1,237","1,074","1,077","1,053","1,104","1,167","1,222","1,287","1,414","1,552"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,569,555,595,686,652,696,728,742,775,711,790,740,757,886,860,852,862,804,843,857,920,934,787,788,801,725,765,767,668,793,741,898
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,254,241,263,337,385,403,381,377,449,362,504,522,457,482,554,515,506,643,541,501,498,522,439,462,480,570,603,631,688
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,403,377,390,423,440,469,466,407,417,427,422,431,419,380,337,397,356,392,441,430,403
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,74,134,188,210,255
,경기도,727,817,420,641,702,"1,811","1,351","1,516","1,675","1,643","1,818","1,416","1,612","2,162","2,259","2,081","2,293","2,717","2,549","2,512","2,595","2,611","2,741","3,028","3,033","3,308","3,517","3,856","3,687","4,533","4,517","4,367","4,640","5,187","5,075","5,213","5,522","5,580","5,223","5,046","5,022","4,990","4,655","4,775","5,291","5,845","6,520","6,931"
,강원도,435,191,150,184,194,728,295,306,333,312,377,418,308,327,500,359,351,436,361,290,379,311,424,441,368,375,375,524,593,525,733,585,520,606,545,556,478,483,570,582,542,516,520,511,543,607,694,693
,충청북도,42,59,116,82,115,185,205,128,138,185,182,210,178,263,238,275,225,261,264,252,327,314,280,387,323,348,318,371,358,424,366,402,407,481,519,478,408,469,519,475,478,518,484,433,546,621,726,754
,충청남도,294,155,238,235,285,554,493,535,545,538,611,563,529,701,745,671,705,648,532,305,352,343,359,386,404,448,551,556,533,654,588,574,566,717,814,710,658,754,731,756,774,776,696,676,757,896,834,967
,전라북도,139,202,141,210,219,415,392,408,363,354,566,475,471,622,656,634,621,505,502,503,520,547,593,517,532,562,593,648,615,781,743,701,622,788,628,633,758,722,668,579,672,561,551,516,609,683,733,768
,전라남도,631,965,857,952,"1,133","2,808","2,608","2,652","2,722","2,178","2,790","2,926","2,683","3,284","3,068","2,883","2,151","1,955","1,736","1,512","1,536","1,474","1,565","1,801","1,415","1,413","1,487","1,439","1,492","1,637","1,564","1,304","1,293","1,299","1,226","1,234","1,217","1,316","1,143","1,123","1,002","1,026",966,"1,001",928,"1,062","1,127","1,102"
,경상북도,374,619,468,576,625,"1,123","1,141","1,004","1,009",818,"1,041",702,735,711,719,616,725,832,572,599,662,683,692,712,675,718,698,781,730,886,794,815,793,757,746,828,828,838,761,704,738,756,699,781,728,903,931,994
,경상남도,474,479,440,571,"1,208","1,517",863,"1,122","1,331","1,290","2,312","1,340","1,744","1,937","2,093","1,585","1,548","1,622","1,623","1,512","1,368","1,385","1,470","1,569","1,609","1,547","1,760","1,293","1,185","1,466","1,360","1,326","1,587","1,495","1,533","1,503","1,543","1,614","1,517","1,474","1,324","1,367","1,227","1,278","1,223","1,500","1,448","1,501"
,제주특별자치도,"9,290","12,427","12,210","16,158","19,580","34,221","23,291","31,028","30,719","30,064","41,451","41,163","41,877","49,116","48,893","46,390","47,233","50,066","51,969","49,079","52,315","53,135","56,853","55,002","59,094","65,003","58,919","58,922","70,740","66,405","64,361","74,569","72,638","75,858","79,952","70,882","66,832","61,679","59,564","55,673","55,507","59,846","54,280","60,607","59,673","59,036","66,444","63,275"
